Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
464014,PROVO CANYON HOSPITAL,2021-01-01,2021-12-31,80
501313,CASCADE MEDICAL CENTER,2021-01-01,2021-12-31,9
30089,BANNER THUNDERBIRD MEDICAL CENTER,2021-01-01,2021-12-31,595
34022,ACADIA SONORA BEHAVIORAL HOSPITAL,2021-01-01,2021-12-31,140
40134,ARKANSAS HEART HOSPITAL,2020-10-01,2021-09-30,112
151330,ADAMS MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
162001,SSH - QUAD CITIES  INC.,2021-02-01,2022-01-31,50
220176,SAINT VINCENT HOSPITAL,2021-02-01,2022-01-31,268
230144,FOREST HEALTH MEDICAL CENTER  LLC,2021-01-01,2021-12-31,24
232012,SSH - FLINT  INC,2021-02-01,2022-01-31,26
392039,SSH - CENTRAL PA,2021-02-01,2022-01-31,92
504013,RAINIER SPRINGS,2021-01-01,2021-12-31,72
50192,ADVENTIST HEALTH REEDLEY,2021-01-01,2021-12-31,49
194022,LONGLEAF HOSPITAL,2021-01-01,2021-12-31,139
250025,MONROE HEALTH SERVICES  INC.,2020-10-01,2021-09-30,94
322004,ADVANCED CARE HOSPITAL OF SOUTHERN N,2021-03-01,2022-02-28,20
50298,BARSTOW COMMUNITY HOSPITAL,2021-02-01,2022-01-31,30
54111,CANYON RIDGE HOSPITAL,2021-02-01,2022-01-31,157
110113,BURKE MEDICAL CENTER,2021-06-01,2021-06-21,
262015,LANDMARK HOSPITAL OF CAPE GIRARDEAU,2021-01-01,2021-12-31,30
262016,LANDMARK HOSPITAL OF JOPLIN  LLC,2021-01-01,2021-12-31,30
262020,LANDMARK HOSPITAL OF COLUMBIA  LLC,2021-01-01,2021-12-31,23
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,2021-02-01,2022-01-31,718
361331,FAYETTE COUNTY MEMORIAL HOSP,2021-05-02,2021-12-31,25
393309,SHRINERS HOSPITAL FOR CHILDREN - PHI,2021-01-01,2021-12-31,
451382,COMANCHE COUNTY MEDICAL CENTER,2021-01-01,2021-12-31,25
24001,NORTH STAR HOSPITAL T18,2021-01-01,2021-12-31,140
50104,ST. FRANCIS MEDICAL CENTER,2021-01-01,2021-12-31,384
50512,KFH - FREMONT,2021-01-01,2021-12-31,100
140127,CARLE  BROMENN MEDICAL CENTER,2021-01-01,2021-12-31,221
184017,RIVENDELL BEHAVIORAL HEALTH SRVCS KY,2021-01-01,2021-12-31,125
193301,SHRINERS HOSPITAL FOR CHILDREN,2021-01-01,2021-12-31,
30012,YAVAPAI REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,213
54032,ALHAMBRA,2021-02-01,2022-01-31,115
184008,TEN BROECK HOSPITAL - KMI,2021-01-01,2021-12-31,96
263033,LANDMARK REHABILITATION HOSPITAL OF,2021-01-01,2021-12-31,16
290019,CARSON TAHOE REGIONAL HEALTHCARE,2021-01-01,2021-12-31,211
460030,ASHLEY REGIONAL MEDICAL CENTER,2021-02-01,2022-01-31,39
500072,OLYMPIC MEDICAL CENTER,2021-01-01,2021-12-31,78
62017,NORTHERN COLORADO LONG TERM ACUTE HO,2021-03-01,2022-02-28,20
224044,AURORA WESTBOROUGH BHS,2021-01-01,2021-12-31,120
340109,SENTARA ALBEMARLE REGL MED CTR LLC,2021-01-01,2021-12-31,98
453311,SHRINERS HOSP FOR CHILDREN GALVESTON,2021-01-01,2021-12-31,
464012,MARIAN CENTER,2021-01-01,2021-12-31,12
490004,SENTARA RMH MEDICAL CENTER,2021-01-01,2021-12-31,238
490007,SENTARA NORFOLK GENERAL HOSPITAL,2021-01-01,2021-12-31,528
490044,SENTARA OBICI HOSPITAL,2021-01-01,2021-12-31,199
490046,SENTARA LEIGH HOSPITAL,2021-01-01,2021-12-31,274
490057,SENTARA VA. BEACH GENERAL HOSPITAL,2021-01-01,2021-12-31,271
490066,SENTARA WILLIAMSBURG REGIONAL MEDICA,2021-01-01,2021-12-31,22
490093,SENTARA CAREPLEX HOSPITAL,2021-01-01,2021-12-31,169
490113,SENTARA NORTHERN VIRGINIA MED CTR,2021-01-01,2021-12-31,147
490119,SENTARA PRINCESS ANNE HOSPITAL,2021-01-01,2021-12-31,174
260081,SSM HEALTH ST CLARE HOSPITAL,2021-01-01,2021-12-31,180
260104,SSM HEALTH DEPAUL HOSPITAL,2021-01-01,2021-12-31,497
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,2021-04-01,2022-03-31,42
260200,SSM HEALTH ST. JOSEPH HOSPITAL - LSL,2021-01-01,2021-12-31,199
330027,NASSAU UNIVERSITY MEDICAL CENTER,2021-01-01,2021-12-31,1049
670054,FOUNDATION SURGICAL OF SAN ANTONIO,2021-01-01,2021-12-31,20
670314,ST MICHAELS MEDICAL HOSPITAL LLC,2021-08-12,2021-12-31,
290042,THI OF NEVADA AT LAS VEGAS I,2021-01-01,2021-12-31,
490050,VIRGINIA HOSPITAL CENTER ARLINGTON,2021-01-01,2021-12-31,433
520088,ST. AGNES HOSPITAL,2021-01-01,2021-12-31,120
670136,BSW MEDICAL CENTER - AUSTIN,2021-01-01,2021-12-31,25
670285,KINGWOOD EMERGENCY HOSPITAL,2020-11-16,2021-12-31,6
30071,FORT DEFIANCE INDIAN HOSPITAL,2020-10-01,2021-09-30,56
140077,TOUCHETTE REGIONAL HOSPITAL,2021-01-01,2021-12-31,137
361991,GLENMONT,2021-01-01,2021-12-31,
363036,UNIVERSITY HOSPITALS REHAB HOSPITAL,2021-01-01,2021-12-31,50
363043,ENCOMPASS HEALTH REHABIITATION HOSPI,2021-04-01,2022-03-31,40
380040,ST. CHARLES MED CTR-REDMOND,2021-01-01,2022-02-14,36
410004,ROGER WILLIAMS MEDICAL CENTER,2021-01-01,2021-12-31,160
410005,OUR LADY OF FATIMA HOSPITAL,2021-01-01,2021-12-31,312
450860,MEMORIAL HERMANN FIRST COLONY,2021-01-01,2021-12-31,6
521321,RIPON MEDICAL CENTER,2021-01-01,2021-12-31,15
154041,BHC MEADOWS HOSPITAL,2021-01-01,2021-12-31,78
370192,NORTHWEST SURGICAL HOSPITAL,2021-01-01,2021-12-31,9
501311,EAST ADAMS RURAL HOSPITAL,2021-01-01,2021-12-31,12
244018,SANFORD BEHAVIORAL HEALTH,2021-01-01,2021-12-31,16
320058,MESCALERO INDIAN HOSPITAL,2020-10-01,2021-09-30,6
453309,HEALTHBRIDGE CHILDRENS HOSPITAL OF,2021-01-01,2021-12-31,
454128,WELLBRIDGE HEALTHCARE FORT WORTH,2021-01-01,2021-12-31,48
670134,LUMBERTON HOSPITAL LLC,2021-01-01,2021-12-31,4
30065,BANNER DESERT MEDICAL CENTER,2021-01-01,2021-12-31,629
30115,BANNER ESTRELLA MEDICAL CENTER,2021-01-01,2021-12-31,317
171341,HIAWATHA COMMUNITY HOSPITAL,2021-01-01,2021-12-31,25
260005,SSM HEALTH ST. JOSEPH HOSPITAL - SC,2021-01-01,2021-12-31,406
400109,HOSPITAL HIMA SAN PABLO BAYAMON,2021-01-01,2021-12-31,424
404007,HOSPITAL PSIQUIATRICO CABO ROJO,2021-01-01,2021-12-31,39
450271,DECATUR COMMUNITY HOSPITAL,2021-01-01,2021-12-31,116
521327,WAUPUN MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
670071,TEXAS HEALTH HEART & VASCULAR HOSP,2021-01-01,2021-12-31,47
30016,BANNER CASA GRANDE MEDICAL CENTER,2021-01-01,2021-12-31,141
140012,KATHERINE SHAW BETHEA HOSPITAL,2021-01-01,2021-12-31,80
140181,SOUTH SHORE HOSPITAL CORPORATION,2021-01-01,2021-12-31,137
140251,COMMUNITY FIRST MEDICAL CENTER,2021-01-01,2021-12-31,279
143302,SHRINERS HOSPITALS FOR CHILDREN,2021-01-01,2021-12-31,
154005,RIVER BEND HOSPITAL,2021-01-01,2021-12-31,16
194116,LOUISIANA BEHAVIORAL HEALTH,2021-02-19,2021-12-31,48
241300,MAHNOMEN HEALTH CENTER,2021-01-01,2021-12-31,42
241365,SWIFT COUNTY - BENSON,2021-01-01,2021-12-31,18
290058,DIGINTY HEALTH ST ROSE DOMINICAN,2021-01-01,2021-12-31,32
330019,NY COMMUNITY HOSPITAL OF BROOKLYN,2021-01-01,2021-12-31,134
330086,THE MOUNT VERNON HOSPITAL,2021-01-01,2021-12-31,85
330104,MONTEFIORE NYACK HOSPITAL,2021-01-01,2021-12-31,251
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,2021-01-01,2021-12-31,291
330264,ST. LUKES CORNWALL HOSPITAL,2021-01-01,2021-12-31,193
331307,CLIFTON-FINE HOSPITAL,2021-01-01,2021-12-31,20
450578,HEMPHILL COUNTY HOSPITAL,2020-10-01,2021-09-30,17
500005,VIRGINIA MASON MEDICAL CENTER,2021-01-01,2021-12-31,266
44019,SPRINGWOODS BEHAVIORAL,2021-01-01,2021-12-31,80
143029,ANDERSON REHABILITATION HOSPITAL,2021-08-22,2021-12-31,34
144029,THE PAVILION FOUNDATION,2021-01-01,2021-12-31,110
224038,WALDEN BEHAVIORAL CARE,2021-01-01,2021-12-31,51
244016,PRAIRIECARE,2021-01-01,2021-12-31,
281328,MERRICK MEDICAL CENTER,2021-01-01,2021-12-31,20
313027,ST. LAWRENCE REHABILITATION CENTER,2021-01-01,2021-12-31,116
330411,UNITY SPECIALITY HOSPITAL,2021-03-02,2021-12-31,33
521346,THEDACARE MEDICAL CENTER - SHAWANO,2021-01-01,2021-12-31,25
191324,OCHSNER BAYOU  LLC,2021-01-01,2021-12-31,35
330111,BERTRAND CHAFFEE HOSPITAL,2021-01-01,2021-12-31,103
30002,BANNER UNIVERSITY MEDICAL CENTER PHX,2021-01-01,2021-12-31,662
40085,HELENA REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,127
61312,ESTES PARK MEDICAL CENTER,2021-01-01,2021-12-31,91
61327,SOUTHWEST MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
140158,INSIGHTS HOSPITAL AND MEDICAL CENTER,2021-06-01,2021-12-31,91
164006,EAGLE VIEW BEHAVIORAL HEALTH,2021-01-01,2021-12-31,72
190266,THE SPINE HOSPITAL OF LOUISIANA,2021-01-01,2021-12-31,23
251316,H.C. WATKINS MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
251322,LAIRD HOSPITAL,2021-01-01,2021-12-31,25
251323,SCOTT REGIONAL HOSPITAL,2021-01-01,2021-12-31,25
252004,THE SPECIALTY HOSPITAL OF MERIDIAN,2021-01-01,2021-12-31,49
320091,THREE CROSSES REGIONAL HOSPITAL,2020-12-09,2021-12-31,46
450877,EAST EL PASO PHYS. MED. CENTER. LLC,2021-01-01,2021-12-31,40
670090,CRESCENT MEDICAL CENTER LANCASTER,2021-01-01,2021-12-31,84
11304,CHOCTAW GENERAL HOSPITAL,2021-01-01,2021-12-31,25
50849,MWN COMMUNITY HOSPITAL,2021-03-19,2021-12-31,40
51334,OJAI VALLEY COMMUNITY HOSPITAL,2021-01-01,2021-12-31,100
54154,SAN JOSE BEHAVIORAL HEALTH,2021-01-01,2021-12-31,80
102020,SSH -TALLAHASSEE  INC.,2021-03-01,2022-02-28,48
252007,SSH - JACKSON INC,2021-03-01,2022-02-28,53
291309,BOULDER CITY HOSPITAL,2021-01-01,2021-12-31,82
314001,SUMMIT OAKS HOSPITAL,2021-03-01,2022-02-28,124
351326,FIRST CARE HEALTH CENTER,2021-01-01,2021-12-31,14
390180,CROZER CHESTER MEDICAL CENTER,2021-01-01,2021-12-31,420
390307,EDGEWOOD SURGICAL HOSPITAL,2021-01-01,2021-12-31,10
432002,SSH - SIOUX FALLS  INC,2021-03-01,2022-02-28,24
450694,EL CAMPO MEMORIAL HOSPITAL,2021-01-01,2021-12-31,26
451389,PECOS COUNTY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
452111,ATRIUM MEDICAL CENTER,2020-12-01,2021-11-30,18
30111,BANNER UNIVERSITY MED CENTER SOUTH,2021-01-01,2021-12-31,162
111312,SCREVEN COUNTY HOSPITAL,2021-01-01,2021-12-31,25
111323,TATTNALL HOSPITAL COMPANY  LLC,2021-01-01,2021-12-31,25
111336,MOUNTAIN LAKES MEDICAL CENTER,2021-01-01,2021-12-31,25
230208,CARSON CITY HOSPITAL,2021-01-01,2021-12-31,48
231327,SPARROW EATON,2021-01-01,2021-12-31,25
362038,ADVANCED SPECIALTY HOSP. OF TOLEDO,2021-03-01,2022-02-28,40
370201,SURGICAL HOSPITAL OF OKLAHOMA,2021-01-01,2021-12-31,12
451332,PALACIOS COMMUNITY MEDICAL CENTER,2021-01-01,2021-12-31,17
451356,MEMORIAL MEDICAL CENTER,2021-01-01,2021-12-31,25
454101,ALLEGIANCE BEHAVIORAL CTR OF PLAINVI,2021-01-01,2021-12-31,20
670102,AD HOSPITAL EAST LLC,2021-01-01,2021-12-31,54
34038,PHOENIX MEDICAL PSYCHIATRIC HOSPITAL,2020-12-02,2021-12-31,96
190255,PARK PLACE SURGERY CENTER,2021-01-01,2021-12-31,10
192028,RIVERBRIDGE SPECIALTY HOSPITAL,2021-01-01,2021-12-31,40
320038,REHOBOTH MCKINLEY CHRISTIAN HOSPITAL,2021-01-01,2021-12-31,53
330233,BROOKDALE HOSPITAL MEDICAL CENTER,2021-01-01,2021-12-31,1303
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,145
500007,ISLAND HOSPITAL,2021-01-01,2021-12-31,43
520087,GUNDERSEN LUTHERAN MEDICAL CENTER  I,2021-01-01,2021-12-31,297
670260,TEXAS HEALTH HOSPITAL FRISCO,2021-01-01,2021-12-31,61
103039,BROOKS REHABILITATION,2021-01-01,2021-12-31,160
191307,DEQUINCY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,29
191320,BIENVILLE MEDICAL CENTER,2021-01-01,2021-12-31,21
103304,NEMOURS CHILDRENS HOSPITAL,2021-01-01,2021-12-31,130
270057,BOZEMAN DEACONESS HEALTH SERVICES,2021-01-01,2021-12-31,124
271389,BIG SKY MEDICAL CENTER,2021-01-01,2021-12-31,8
340126,WILSON MEDICAL CENTER,2021-03-01,2022-02-28,131
400079,HOSPITAL BUEN SAMARITANO,2021-01-01,2021-12-31,110
450856,SOUTH TX SPINE & SURGICAL HOSPITAL,2021-01-01,2021-12-31,30
453308,OUR CHILDRENS HOUSE,2021-01-01,2021-12-31,39
454135,HOUSTON BEHAVIORAL HEALTHCARE,2021-01-01,2021-12-31,163
500031,GRAYS HARBOR COMMUNITY HOSPITAL,2021-01-01,2021-12-31,49
500129,TACOMA GENERAL ALLENMORE HOSPITAL,2021-01-01,2021-12-31,401
511309,WAR MEMORIAL HOSPITAL,2021-01-01,2021-12-31,41
511311,HAMPSHIRE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,44
31300,WICKENBURG COMMUNITY HOSPITAL,2021-01-01,2021-12-31,19
61314,THE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
150069,KINGS DAUGHTERS HOSPITAL,2021-01-01,2021-12-31,62
150166,PINNACLE HOSPITAL,2021-01-01,2021-12-31,18
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,2021-01-01,2021-12-31,29
154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,2021-01-01,2021-12-31,37
154061,RIVERCREST SPECIALTY HOSPITAL  LLC,2021-01-01,2021-12-31,30
154063,NEUROPSYCHIATRIC HOSPITAL OF INDIANA,2021-01-01,2021-12-31,50
190025,SAVOY MEDICAL MANAGEMENT GROUP  INC.,2021-01-01,2021-12-31,84
194087,FREEDOM BEHAVIORAL HOSPITAL OF MONRO,2021-01-01,2021-12-31,24
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITA,2021-01-01,2021-12-31,120
231331,SPARROW IONIA HOSPITAL,2021-01-01,2021-12-31,22
232033,SSH -SAGINAW  INC.,2021-03-01,2022-02-28,32
232037,SPARROW SPECIALTY HOSPITAL,2021-01-01,2021-12-31,30
241311,SIBLEY MEDICAL CENTER,2021-01-01,2021-12-31,20
251335,JOHN C. STENNIS MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
260210,ST. ALEXIUS HOSPITAL,2021-01-19,2021-12-31,178
264012,CENTERPOINTE HOSPITAL,2021-01-01,2021-12-31,104
324010,BHC MESILLA VALLEY HOSPITAL LLC,2021-01-01,2021-12-31,120
453316,CHILDRENS MEDICAL CENTER OF PLANO,2021-01-01,2021-12-31,72
51333,RIDGECREST REGIONAL HOSPITAL,2021-01-01,2021-12-31,150
112003,SHEPHERD CENTER,2021-04-01,2022-03-31,128
140002,ALTON MEMORIAL HOSPITAL,2021-01-01,2021-12-31,121
154065,NEUROBEHAVIORAL HOSPITAL LLC,2021-01-01,2021-12-31,70
364050,ACCESS HOSPITAL DAYTON,2021-01-01,2021-12-31,36
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,2021-01-01,2021-12-31,36
451396,MID COAST MEDICAL CENTER-CENTRAL,2021-01-01,2021-12-31,25
51321,HEALDSBURG DISTRICT HOSPITAL,2021-01-01,2021-06-30,42
230264,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,2021-01-01,2021-12-31,13
250163,PATIENTS CHOICE MED CNT-SMITH CNTY,2021-01-01,2021-12-31,29
490077,SENTARA MARTHA JEFFERSON HOSPITAL,2021-01-01,2021-12-31,150
140103,ST. BERNARD HOSPITAL,2021-01-01,2021-12-31,174
150133,KOSCIUSKO COMMUNITY HOSPITAL,2021-03-01,2022-02-28,72
194117,UNIVERSAL BEHAVIORAL HEALTH HOSPITAL,2021-07-16,2021-12-31,36
200037,FRANKLIN MEMORIAL HOSPITAL,2020-10-01,2021-09-30,48
240030,DOUGLAS COUNTY HOSPITAL,2021-01-01,2021-12-31,99
264024,LAKELAND REGIONAL HOSPITAL,2021-01-01,2021-12-31,206
300014,FRISBIE MEMORIAL HOSPITAL,2021-03-01,2022-02-28,68
491305,SHENANDOAH MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
491307,PAGE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
61307,RANGELY DISTRICT HOSPITAL,2021-01-01,2021-12-31,25
111325,WILLS MEMORIAL HOSPITAL,2021-05-01,2022-04-30,25
170204,ROCK REGIONAL HOSPITAL,2021-01-01,2021-12-31,31
230055,DICKINSON COUNTY HEALTHCARE SYSTEM,2021-01-01,2021-12-31,49
280134,KEARNEY REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,93
403025,ENCOMPASS HEALTH REHABILITATION HOSP,2021-01-01,2021-12-31,33
451395,HILL REGIONAL HOSPITAL,2021-06-01,2021-12-31,25
454154,OCEANS BEHAVIORAL HOSPITAL AMARILLO,2021-03-16,2021-12-31,28
53311,SHRINERS HOSPITAL FOR CHILDREN,2021-01-01,2021-12-31,
112000,ROOSEVELT WARM SPRINGS LTAC HOSPITAL,2021-01-01,2021-12-31,28
170175,WESTERN PLAINS MEDICAL COMPLEX,2021-03-01,2022-02-28,89
281340,DUNDY COUNTY HOSPITAL,2021-03-01,2022-02-28,12
524025,FOND DU LAC COUNTY HEALTH CARE CTR,2021-01-01,2021-12-31,25
524026,WAUKESHA COUNTY MENTAL HEALTH CNTR,2021-01-01,2021-12-31,28
74014,SILVER HILL HOSPITAL,2021-03-01,2021-12-31,35
130018,EASTERN IDAHO REGIONAL MEDICAL CENTE,2020-10-01,2021-09-30,302
171317,EDWARDS COUNTY HOSPITAL,2021-01-01,2021-12-31,12
174025,ANEW HEALTH,2021-07-07,2021-12-31,20
190060,LAKE CHARLES MEMORIAL HOSPITAL,2021-01-01,2021-12-31,324
260078,OZARKS MEDICAL CENTER,2021-01-01,2021-12-31,111
280139,GRAND ISLAND REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,60
304001,HAMPSTEAD HOSPITAL,2021-01-01,2021-12-31,111
454146,RIO VISTA BEHAVIORAL HEALTH,2021-01-01,2021-12-31,80
524019,NORWOOD HEALTH CENTER,2021-01-01,2021-12-31,48
670267,THE WOODLANDS SPECIALTY HOSPITAL,2021-01-01,2021-12-31,6
30061,BANNER BOSWELL MEDICAL CENTER,2021-01-01,2021-12-31,501
30093,BANNER DEL E WEBB MEDICAL CENTER,2021-01-01,2021-12-31,391
50096,WEST COVINA MEDICAL CENTER,2021-01-01,2021-12-31,46
64009,CEDAR SPRINGS BEHAVIORAL HOSPITAL,2021-01-01,2021-12-31,110
141333,SARAH D CULBERTSON,2021-03-01,2022-02-28,22
320070,ACOMA CANONCITO LAGUNA HOSPITAL,2020-10-01,2021-09-30,6
450489,MEDICAL ARTS HOSPITAL,2021-04-01,2022-03-31,21
500003,PHD#1  DBA SKAGIT VALLEY HOSPITAL,2021-01-01,2021-12-31,137
504014,INLAND NORTHWEST BEHAVIORAL HEALTH,2021-04-01,2022-03-31,100
51993,ARDEN WOOD  INC.,2021-04-01,2022-03-31,68
54131,JOHN MUIR BEHAVIORAL HEALTH,2021-01-01,2021-12-31,73
111302,BLECKLEY MEMORIAL HOSPITAL,2021-04-01,2022-03-31,15
123301,SHRINERS HOSPITAL FOR CHILDREN,2021-01-01,2021-12-31,
180128,THREE RIVERS MEDICAL CENTER,2021-04-01,2022-03-31,84
210013,BON SECOURS HOSPITAL,2021-09-01,2022-02-28,69
362016,SSH -NE OHIO,2021-03-01,2022-02-28,30
460042,LAKEVIEW HOSPITAL,2020-10-01,2021-09-30,92
670266,TOWNSEN MEMORIAL HOSPITAL,2021-01-01,2021-12-31,5
223303,THE SHRINERS HOSPITAL FOR CHILDREN,2021-01-01,2021-12-31,
223304,THE SHRINERS HOSPITAL FOR CHILDREN,2021-01-01,2021-12-31,
370029,ALLIANCE HEALTH CLINTON,2021-04-01,2022-03-31,56
190315,AVAIL HOSPITAL LAKE CHARLES,2021-01-01,2021-12-31,10
333301,BLYTHEDALE CHILDRENS HOSPITAL,2021-01-01,2021-12-31,
450400,PARKVIEW REGIONAL HOSPITAL,2021-04-01,2022-03-31,49
451338,CULBERSON HOSPITAL,2021-04-01,2022-03-31,14
451354,OLNEY HAMILTON HOSPITAL DISTRICT,2021-03-01,2022-02-28,25
41331,OZARKS COMMUNITY HOSPITAL OF GRAVETT,2021-01-01,2021-12-31,34
61325,PIONEERS MEDICAL CENTER,2021-01-01,2021-12-31,46
140068,ROSELAND COMMUNITY HOSPITAL,2021-04-01,2022-03-31,134
140177,JACKSON PARK HOSPITAL,2021-04-01,2022-03-31,183
141303,WARNER HOSPITAL AND HEALTH SERVICES,2021-05-01,2022-04-30,15
141328,HARDIN COUNTY GENERAL HOSPITAL,2021-04-01,2022-03-31,25
190008,TERREBONNE GENERAL HEALTH SYSTEM,2021-04-01,2022-03-31,181
224043,DEVENS TREATMENT & RECOVERY CENTER,2021-01-01,2021-12-31,108
294014,SANA BEHAVIORAL HEALTH LAS VEGAS,2021-01-01,2021-12-31,19
524014,BROWN COUNTY COMMUNITY TREATMENT CTR,2021-01-01,2021-12-31,79
34004,BANNER BEHAVIORAL HEALTH HOSPITAL,2021-01-01,2021-12-31,156
41308,MCGEHEE HOSPITAL,2021-07-01,2022-06-30,25
103048,ENCOMPASS HEALTH REHABILITATION OF P,2021-09-23,2021-12-31,40
521304,ST. JOSEPHS HEALTH SERVICES,2021-01-01,2021-12-31,25
521309,MOUNDVIEW MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
521316,TRI-COUNTY MEMORIAL HOSPITAL  INC.,2021-01-01,2021-12-31,60
521344,MEMORIAL HOSPITAL OF BOSCOBEL,2021-01-01,2021-12-31,25
51317,ADVENTIST HEALTH CLEARLAKE,2021-01-01,2021-12-31,25
141345,SALEM TOWNSHIP HOSPITAL,2021-04-01,2022-03-31,25
190300,ST. CHARLES SURGICAL HOSPITAL,2021-01-01,2021-12-31,39
521336,HAYWARD AREA MEMORIAL HOSPITAL,2021-04-01,2022-03-31,75
12006,INFIRMARY LTAC HOSPITAL,2021-04-01,2022-03-31,31
151313,WOODLAWN HOSPITAL,2021-01-01,2021-12-31,25
174023,ST ANTHONYS SENIOR CARE HOSPITAL LLC,2021-01-01,2021-12-31,20
243300,GILLETTE CHILDRENS SPECIALTY HEALTH,2021-01-01,2021-12-31,60
250094,MERIT HEALTH WESLEY,2021-04-01,2022-03-31,158
370112,SEQUOYAH MEMORIAL HOSPITAL,2021-04-01,2022-03-31,41
394049,BROOKE GLEN BEHAVIORAL HOSPITAL,2021-03-01,2022-02-28,146
670124,THE HOSPITALS OF PROV HORIZON CITY,2021-01-01,2021-12-31,16
52044,SELECT SPECIALTY HOSPITAL - SAN DIEG,2021-04-01,2022-03-31,110
154057,OPTIONS BEHAVIORAL HEALTH SYSTEM,2021-01-01,2021-12-31,84
154060,PARK CENTER  INC.,2021-01-01,2021-12-31,16
34029,OASIS BEHAVIORAL HEALTH,2021-01-01,2021-12-31,158
102031,SSH - MIAMI LAKES,2021-04-01,2022-03-31,60
112013,SSH - AUGUSTA UH INC,2021-04-01,2022-03-31,80
181314,THE MEDICAL CENTER AT CAVERNA,2021-04-01,2022-03-31,25
181318,THE MEDICAL CENTER AT FRANKLIN,2021-04-01,2022-03-31,18
191305,ST. JAMES PARISH HOSPITAL,2021-04-01,2022-03-31,25
312018,THE REHAB HOSPITAL AT RARITAN BAY,2021-01-01,2021-12-31,76
361301,COMMUNITY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
362031,SSH - SOUTHEAST OHIO,2021-04-01,2022-03-31,35
363041,TRIHEALTH REHABILITATION HOSPITAL,2021-04-01,2022-03-31,60
364052,CLEARVISTA HEALTH & WELNESS,2021-04-01,2022-03-31,52
364057,BLUERIDGE VISTA HEALTH & WELNESS,2021-04-01,2022-03-31,44
364061,RIVER VISTA HEALTH & WELNESS,2021-04-01,2022-03-31,80
364064,SUNRISEVISTA HEALTH AND WELLNESS,2021-04-01,2022-03-31,72
370240,INTEGRIS COMMUNITY HOSPITAL,2021-01-01,2021-12-31,40
451348,HEART OF TEXAS HEALTHCARE SYSTEM,2021-04-01,2022-03-31,14
521332,SPOONER HEALTH SYSTEM,2021-04-01,2022-03-31,20
521341,THE RICHLAND HOSPITAL  INC,2021-01-01,2021-12-31,25
104079,LARKIN COMMUNITY HOSPITAL BEHAVIORAL,2021-01-01,2021-12-31,50
154067,HENDRICKS BEHAVIORAL HOSPITAL,2021-03-24,2021-12-31,112
170198,SUMMIT SURGICAL  LLC,2021-01-01,2021-12-31,10
220008,STURDY MEMORIAL HOSPITAL,2020-10-01,2021-09-30,131
330405,HELEN HAYES HOSPITAL,2021-04-01,2022-03-31,155
494023,DOMINION HOSPITAL,2021-02-01,2022-01-31,116
522005,LAKEVIEW SPECIALTY HOSPT & REHAB,2021-01-01,2021-12-31,55
713027,SAGE REHAB HOSPITAL OF LAFAYETTE,2021-05-01,2021-12-31,31
104081,OGLETHORPE OF ORLANDO  INC.,2021-04-01,2022-03-31,64
174024,ST ANTHONYS SENIOR CARE HOSPITAL LLC,2021-01-01,2021-12-31,19
330166,WESTFIELD MEMORIAL HOSPITAL,2021-01-01,2021-12-31,9
334022,BRYLIN HOSPITALS,2021-01-01,2021-12-31,88
404009,CENTRO DE SALUD CONDUCTUAL MENONITA,2021-04-01,2022-03-31,61
521322,GRANT REGIONAL HEALTH CENTER  INC.,2021-01-01,2021-12-31,25
34028,AURORA BEHAVIORAL  HEALTHCARE-TEMPE,2021-01-01,2021-12-31,138
52054,MONROVIA MEMORIAL HOSPITAL,2021-05-01,2022-04-30,49
110030,CARTERSVILLE MEDICAL CENTER,2020-10-01,2021-09-30,119
271320,CABINET PEAKS MEDICAL CENTER,2021-04-01,2022-03-31,25
370030,BLACKWELL REGIONAL HOSPITAL,2021-01-01,2021-12-31,34
